,Date,Position,Track Name,Artist,Featured Artists
5433,2019-12-23,3,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,
5434,2019-12-23,6,Home for the Holidays,Grant Landis,
5435,2019-12-23,9,Blinding Lights,The Weeknd,
5436,2019-12-23,23,W (feat. Gunna),Koffee,Gunna
5437,2019-12-23,32,Heartless,The Weeknd,
5438,2019-12-23,35,Time Alone With You (feat. Daniel Caesar),Jacob Collier,Daniel Caesar
5439,2019-12-23,44,River,Joni Mitchell,
5440,2019-12-23,50,We Are Not the Same,Young Roc,
5441,2019-12-24,49,New Year,The Shires,
5442,2019-12-24,50,Overthinker,INZO,
5443,2019-12-27,8,Blueberry Fweigo,73bands,
5444,2019-12-27,29,"I Think I Kinda, You Know - Duet","Olivia Rodrigo, Joshua Bassett",
5445,2019-12-28,20,Blueberry Faygo,Mikey.Otx,
5446,2019-12-29,47,Fuck It up (feat. Yg),Kamaiyah,Yg
5447,2019-12-30,3,The Box,Roddy Ricch,
5448,2019-12-30,8,Adore You,Harry Styles,
5449,2019-12-30,13,Texas Sun,"Khruangbin, Leon Bridges",
5450,2019-12-30,18,My Oh My (feat. DaBaby),Camila Cabello,DaBaby
5451,2019-12-30,24,High Fashion (feat. Mustard),Roddy Ricch,Mustard
5452,2019-12-30,25,10%,"KAYTRANADA, Kali Uchis",
5453,2019-12-30,27,B*tch From Da Souf (Remix),"Latto, Trina, Saweetie",
5454,2019-12-30,29,Peta (feat. Meek Mill),Roddy Ricch,Meek Mill
5455,2019-12-30,44,Bacc Seat (feat. Ty Dolla $ign),Roddy Ricch,Ty Dolla $ign
5456,2019-12-30,45,"Hey Boy, Hey Girl","Upchurch, Katie Noel",
5457,2019-12-30,50,stupid,Tate McRae,
5458,2019-12-31,23,The Mandalorian,Ludwig Goransson,
5459,2020-01-01,45,Y U Gotta B Like That,Audrey Mika,
5460,2020-01-02,2,Blueberry faygo,"Yung Anime, Lil Mozart",
5461,2020-01-03,39,Eyes. Lips. Face. (e.l.f.),"iLL Wayno, Holla FyeSixWun",
5462,2020-01-05,42,FML,Arizona Zervas,
5463,2020-01-06,1,Blueberry Fejgo,Khlaw,
5464,2020-01-06,7,Crunk Ain't Dead,Duke Deuce,
5465,2020-01-06,8,When There Was Me and You,Joshua Bassett,
5466,2020-01-06,14,Futsal Shuffle 2020,Lil Uzi Vert,
5467,2020-01-06,15,Falling,Harry Styles,
5468,2020-01-06,26,Trying My Best,Anson Seabra,
5469,2020-01-06,30,Kraazy,Likybo,
5470,2020-01-06,37,Sigues Con El,"Dímelo Flow, Arcangel, Sech",
5471,2020-01-06,44,Mind Is A Prison,Alec Benjamin,
5472,2020-01-06,46,Nobody But You (Duet with Gwen Stefani),Blake Shelton,
5473,2020-01-07,2,Blueberry Fergo,Lil Monet,
5474,2020-01-07,26,"Born to Be Brave - From ""High School Musical: The Musical: The Series""",Cast of High School Musical: The Musical: The Series,
5475,2020-01-07,27,Just the Way,"Parmalee, Blanco Brown",
5476,2020-01-08,31,Somebody Like That,Tenille Arts,
5477,2020-01-08,50,There’s Nothing That Our God Can’t Do - Live,"Passion, Kristian Stanfill",
5478,2020-01-09,49,Under The Moon,070 Shake,
5479,2020-01-10,50,Please Don’t Touch,RAYE,
5480,2020-01-12,2,Burberry faygo,Lil Adrei,
5481,2020-01-13,28,Psycho,Red Velvet,
5482,2020-01-13,31,All Me (feat. Keyshia Cole),Kehlani,Keyshia Cole
5483,2020-01-14,49,Glitter,BENEE,
5484,2020-01-14,50,Break My Stride,Matthew Wilder,
5485,2020-01-15,34,Brightest Lights (feat. POLIÇA),Lane 8,POLIÇA
5486,2020-01-15,43,Colors,Black Pumas,
5487,2020-01-16,23,"A Billion Sorrys - From ""High School Musical: The Musical: The Series""",Matt Cornett,
5488,2020-01-17,28,Opaul,Freddie Dredd,
5489,2020-01-17,50,Finally // beautiful stranger,Halsey,
5490,2020-01-18,6,My Truck,BRELAND,
5491,2020-01-19,1,Get the Gat,"Legendary DJs, Lil Elt",
5492,2020-01-20,10,OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott",Young Thug
5493,2020-01-20,41,Had Enough (feat. Quavo & Offset),Don Toliver,Quavo & Offset
5494,2020-01-20,42,Let Her Go,The Kid LAROI,
5495,2020-01-21,36,What Dreams Are Made Of,Evann McIntosh,
5496,2020-01-21,45,Amor Tumbado,Natanael Cano,
5497,2020-01-22,40,PINOCCHIO,Ron Suno,
5498,2020-01-24,48,"Suburban, Pt. 2",22Gz,
5499,2020-01-25,13,Boys Ain't Shit,SAYGRACE,
5500,2020-01-26,10,Blueberry Fanta,Shmackdat,
5501,2020-01-27,1,Toss a Coin to Your Witcher,"Samuel Kim, Black Gryph0n",
5502,2020-01-27,2,Unfair,"No Vanity, Vlone Leakers, Brxndead",
5503,2020-01-27,18,Yummy,Justin Bieber,
5504,2020-01-27,19,BLACKOUT,Lil Kapow,
5505,2020-01-27,21,WINTER FLOWER(Feat.RM),Younha,
5506,2020-01-27,24,Kobe,Chief Keef,
5507,2020-01-27,35,U Played (feat. Lil Baby),Moneybagg Yo,Lil Baby
5508,2020-01-27,37,Sinning With You,Sam Hunt,
5509,2020-01-27,39,"Just for a Moment - From ""High School Musical: The Musical: The Series""","Olivia Rodrigo, Joshua Bassett",
5510,2020-01-27,41,First Man,Camila Cabello,
5511,2020-01-28,9,I Did It,Kris Yute,
5512,2020-01-29,22,Quiero Ser,Los Primos del Este,
5513,2020-01-29,44,Pull Up (feat. Key!),Matt Ox,Key!
5514,2020-01-29,46,Working Bitch,Ashnikko,
5515,2020-01-30,48,Do Better,Lil Donald,
5516,2020-01-30,50,Getting Good,Lauren Alaina,
5517,2020-01-31,50,Dead Of Night,Orville Peck,
5518,2020-02-01,2,Make His Pockets Hurt,Lil Kayla,
5519,2020-02-01,8,Apollo,Smoove'L,
5520,2020-02-03,1,This Is For Rachel For Acting Up,Visualz By Mariee,
5521,2020-02-03,8,Life Is Good (feat. Drake),Future,Drake
5522,2020-02-03,9,You should be sad,Halsey,
5523,2020-02-03,14,Good News,Mac Miller,
5524,2020-02-03,15,Guilty Conscience,070 Shake,
5525,2020-02-03,23,Conversations in the Dark,John Legend,
5526,2020-02-03,32,Underdog,Alicia Keys,
5527,2020-02-03,46,Costa Rica,Bankrol Hayden,
5528,2020-02-03,47,Eleven,Khalid,
5529,2020-02-03,48,Sum 2 Prove,Lil Baby,
5530,2020-02-03,49,Me Gusta,"Shakira, Anuel AA",
5531,2020-02-04,22,You Broke My Heart Again,"Teqkoi, Aiko",
5532,2020-02-05,50,Falling In Love,Dennis Kruissen,
5533,2020-02-07,37,Psycho!,MASN,
5534,2020-02-08,30,And It's Still Alright,Nathaniel Rateliff,
5535,2020-02-08,41,Bussin,Tay Money,
5536,2020-02-08,48,Welcome to Wonderland,Anson Seabra,
5537,2020-02-10,8,Godzilla (feat. Juice WRLD),Eminem,Juice WRLD
5538,2020-02-10,10,P*$$Y Fairy (OTW),Jhené Aiko,
5539,2020-02-10,18,Any song,ZICO,
5540,2020-02-10,27,Welcome to Chilis,"Yung Gravy, bbno$",
5541,2020-02-10,28,if we never met (feat. Kelsea Ballerini),John K,Kelsea Ballerini
5542,2020-02-10,32,What A Man Gotta Do,Jonas Brothers,
5543,2020-02-10,35,me & ur ghost,blackbear,
5544,2020-02-11,3,death bed (coffee for your head),"Powfu, beabadoobee",
5545,2020-02-11,22,Back Then,H20 Hadd,
5546,2020-02-11,24,Breaking Me,"Topic, A7S",
5547,2020-02-11,47,Jersey on the Wall - I'm Just Asking,Tenille Townes,
5548,2020-02-12,45,No One Like You,Alee,
5549,2020-02-14,3,Vibe,Cookiee Kawaii,
5550,2020-02-15,8,Moral of the Story,Ashe,
5551,2020-02-16,31,Drugs,UPSAHL,
5552,2020-02-16,42,Lost In Yesterday,Tame Impala,
5553,2020-02-16,45,CITY OF ANGELS,24kGoldn,
5554,2020-02-17,6,WHATS POPPIN,Jack Harlow,
5555,2020-02-17,13,Toss A Coin To Your Witcher,"Sonya Belousova, Giona Ostinelli, Joey Batey",
5556,2020-02-17,16,What If I Told You That I Love You,Ali Gatie,
5557,2020-02-17,17,Boss Bitch,Doja Cat,
5558,2020-02-17,22,Until Grace,"Tauren Wells, Rascal Flatts",
5559,2020-02-17,33,Springtime,Chris Renzema,
5560,2020-02-17,43,Girl,Myke Towers,
5561,2020-02-17,46,Posthumous Forgiveness,Tame Impala,
5562,2020-02-17,48,Dream Girl - Remix,"Ir Sais, Rauw Alejandro",
5563,2020-02-18,2,4 Da Trap,645AR,
5564,2020-02-19,33,Dior,Pop Smoke,
5565,2020-02-20,47,Christopher Walking,Pop Smoke,
5566,2020-02-20,48,Trust,Brent Faiyaz,
5567,2020-02-20,49,GATTI,"JACKBOYS, Pop Smoke, Travis Scott",
5568,2020-02-23,50,War (feat. Lil Tjay) - Bonus,Pop Smoke,Lil Tjay
5569,2020-02-24,6,Skechers,DripReport,
5570,2020-02-24,8,My Heart Went Oops,Tiagz,
5571,2020-02-24,12,Get the Gat,Lil Elt,
5572,2020-02-24,14,Diva (feat. Lil Tecca),The Kid LAROI,Lil Tecca
5573,2020-02-24,36,Revenge,Joyner Lucas,
5574,2020-02-24,37,Fkn Around (feat. Megan Thee Stallion),"Megan Thee Stallion, Phony Ppl",Megan Thee Stallion
5575,2020-02-24,41,Physical,Dua Lipa,
5576,2020-02-24,47,Moon & Stars (feat. Maggie Lindemann),"Maggie Lindemann, $NOT",Maggie Lindemann
5577,2020-02-24,49,Slowly,ODIE,
5578,2020-02-25,6,Walked In,Ultradiox,
5579,2020-02-26,49,So Heavy I Fell Through the Earth - Art Mix,Grimes,
5580,2020-02-26,50,Lonely,Joel Corry,
5581,2020-02-27,8,S'en aller,"Swing, Angèle",
5582,2020-02-27,25,She Gon Go,Trill Ryan,
5583,2020-02-27,48,Scum,6ix9ine,
5584,2020-03-01,38,Supalonely,"BENEE, Gus Dapperton",
5585,2020-03-02,8,Stuck Up,Music With Edgar,
5586,2020-03-02,12,Intentions (feat. Quavo),Justin Bieber,Quavo
5587,2020-03-02,13,Blueberry Faygo,Lil Mosey,
5588,2020-03-02,20,"People, I've been sad",Christine and the Queens,
5589,2020-03-02,23,About Love - From The Netflix Film “To All The Boys: P.S. I Still Love You”,MARINA,
5590,2020-03-02,24,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,Tory Lanez & Tyga
5591,2020-03-02,30,Know Your Worth,"Khalid, Disclosure",
5592,2020-03-02,37,Shake The Room (feat. Quavo),Pop Smoke,Quavo
5593,2020-03-02,38,LOYAL (feat. Drake and Bad Bunny) - Remix,PARTYNEXTDOOR,Drake and Bad Bunny
5594,2020-03-02,43,Broke In A Minute,Tory Lanez,
5595,2020-03-02,45,Yikes,Nicki Minaj,
5596,2020-03-02,47,Medusa,"Jhay Cortez, Anuel AA, J Balvin",
5597,2020-03-02,50,circle the drain,Soccer Mommy,
5598,2020-03-03,18,GENOCIDE,Lil Darkie,
5599,2020-03-05,20,3 Vets,The Future Kingz,
5600,2020-03-06,5,ily (i love you baby) (feat. Emilee),Surf Mesa,Emilee
5601,2020-03-06,50,Count Me In,Switch,
5602,2020-03-07,37,Moment,Victoria Monét,
5603,2020-03-07,44,Drop 'Em Out,Wheeler Walker Jr.,
5604,2020-03-09,14,Dragonball Durag,Thundercat,
5605,2020-03-09,18,Ignorantes,"Bad Bunny, Sech",
5606,2020-03-09,21,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),"Polo G, Stunna 4 Vegas",NLE Choppa & Mike WiLL Made-It
5607,2020-03-09,28,To Die For,Sam Smith,
5608,2020-03-09,33,Bang!,AJR,
5609,2020-03-09,34,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",Future,"Drake, DaBaby & Lil Baby"
5610,2020-03-09,35,Love You Like I Used To,Russell Dickerson,
5611,2020-03-09,37,Dior (with Gunna) - Remix,Pop Smoke,
5612,2020-03-09,40,Coffee For Dinner,Orion Sun,
5613,2020-03-09,42,Coronao Now (Remix),"El Alfa, Lil Pump, Sech, Myke Towers, Vin Diesel",
5614,2020-03-09,44,Selfish,Madison Beer,
5615,2020-03-09,45,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",A Boogie Wit da Hoodie,"Roddy Ricch, Gunna and London On Da Track"
5616,2020-03-09,49,Forever (feat. Post Malone & Clever),Justin Bieber,Post Malone & Clever
5617,2020-03-11,45,None Of Your Concern (feat. Big Sean),Jhené Aiko,Big Sean
5618,2020-03-11,49,Moon & Stars (feat. Maggie Lindemann),$NOT,Maggie Lindemann
5619,2020-03-13,40,It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,
5620,2020-03-14,2,Bando,ANNA,
5621,2020-03-14,50,Slow Down (with H.E.R.),Skip Marley,
5622,2020-03-15,8,I'm Yer Dad,GRLwood,
5623,2020-03-16,28,Modern Loneliness,Lauv,
5624,2020-03-16,33,Exhibit C,Jay Electronica,
5625,2020-03-16,35,After Hours,The Weeknd,
5626,2020-03-16,40,Your Love (Déjà Vu),Glass Animals,
5627,2020-03-16,41,We Own the Night,"Chandler Kinney, Pearce Joza, Baby Ariel",
5628,2020-03-16,48,This is Us,"Jimmie Allen, Noah Cyrus",
5629,2020-03-16,49,Took Her To The O,King Von,
5630,2020-03-17,41,Throw That Back Like a Cadillac,El Memer,
5631,2020-03-17,49,Whiskey in the Jar,The Dubliners,
5632,2020-03-18,46,Don't Stand So Close To Me,The Police,
5633,2020-03-21,14,The Gambler,Kenny Rogers,
5634,2020-03-21,44,Through The Years - Single Version,Kenny Rogers,
5635,2020-03-21,47,Islands in the Stream,"Dolly Parton, Kenny Rogers",
5636,2020-03-21,49,We've Got Tonight,"Kenny Rogers, Sheena Easton",
5637,2020-03-22,35,Coward Of The County,Kenny Rogers,
5638,2020-03-22,37,Lady,Kenny Rogers,
5639,2020-03-22,46,Lucille,Kenny Rogers,
5640,2020-03-23,10,Comatose,jxdn,
5641,2020-03-23,14,PTSD,"G Herbo, Juice WRLD, Lil Uzi Vert, Chance the Rapper",
5642,2020-03-23,21,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",
5643,2020-03-23,25,That Way - Bonus Track,Lil Uzi Vert,
5644,2020-03-23,29,Si Veo a Tu Mamá,Bad Bunny,
5645,2020-03-23,33,Rojo,J Balvin,
5646,2020-03-23,35,Love Will Turn You Around,Kenny Rogers,
5647,2020-03-23,41,Creature,"Jelly Roll, Tech N9ne, Krizz Kaliko",
5648,2020-03-23,43,Ruby Don't Take Your Love To Town,Kenny Rogers,
5649,2020-03-23,44,I Do,"Astrid S, Brett Young",
5650,2020-03-23,46,La Difícil,Bad Bunny,
5651,2020-03-23,49,Happiness Over Everything (H.O.E.) (feat. Future & Miguel),Jhené Aiko,Future & Miguel
5652,2020-03-24,3,Miss Me,Joseph Black,
5653,2020-03-24,9,Vibe (If I Back It Up),Cookiee Kawaii,
5654,2020-03-24,42,Ruby Don't Take Your Love to Town,Kenny Rogers & The First Edition,
5655,2020-03-24,50,You Decorated My Life,Kenny Rogers,
5656,2020-03-25,43,You Can't Make Old Friends - Duet with Dolly Parton,Kenny Rogers,
5657,2020-03-25,48,She Believes In Me,Kenny Rogers,
5658,2020-03-25,50,Just Dropped In (To See What Condition My Condition Was In),The First Edition,
5659,2020-03-26,18,FRIENDS,LAUNDRY DAY,
5660,2020-03-27,44,Lady (Hear Me Tonight),Modjo,
5661,2020-03-27,49,Surrender,Natalie Taylor,
5662,2020-03-27,50,INDUSTRY GAMES,CHIKA,
5663,2020-03-28,39,Yo Perreo Sola,Bad Bunny,
5664,2020-03-28,41,Snake,Lil Keed,
5665,2020-03-28,43,Fire,Waxahatchee,
5666,2020-03-29,8,Con Tus Besos,Eslabon Armado,
5667,2020-03-29,44,Lilacs,Waxahatchee,
5668,2020-03-29,49,Prop Me Up Beside the Jukebox (If I Die),Joe Diffie,
5669,2020-03-30,9,Savage,Megan Thee Stallion,
5670,2020-03-30,10,They Call Me Tiago (Her Name Is Margo),Tiagz,
5671,2020-03-30,12,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,
5672,2020-03-30,16,B.S. (feat. H.E.R.),Jhené Aiko,H.E.R.
5673,2020-03-30,28,I Love Me,Demi Lovato,
5674,2020-03-30,31,P2,Lil Uzi Vert,
5675,2020-03-30,32,Gaslighter,The Chicks,
5676,2020-03-30,39,Pickup Man,Joe Diffie,
5677,2020-03-30,40,WANNABE,ITZY,
5678,2020-03-30,42,John Deere Green,Joe Diffie,
5679,2020-03-30,48,Havin My Way (feat. Lil Durk),Lil Skies,Lil Durk
5680,2020-03-30,49,Hold On (feat. Cheat Codes) - 2020 Edit,Moguai,Cheat Codes
5681,2020-04-02,43,In Spite of Ourselves (feat. Iris DeMent),John Prine,Iris DeMent
5682,2020-04-02,47,Saint Bernard,Lincoln,
5683,2020-04-03,23,Lovely Day,Bill Withers,
5684,2020-04-03,27,Ain't No Sunshine,Bill Withers,
5685,2020-04-03,28,Lean on Me,Bill Withers,
5686,2020-04-03,45,Young & Alive,Bazzi,
5687,2020-04-03,49,Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.",Bill Withers
5688,2020-04-03,50,Hard To Forget,Sam Hunt,
5689,2020-04-04,30,Grandma's Hands,Bill Withers,
5690,2020-04-04,33,Use Me,Bill Withers,
5691,2020-04-04,48,Janice at the Hotel Bar,Hailey Whitters,
5692,2020-04-05,3,Memphis,AG Club,
5693,2020-04-05,38,Por Tu Culpa,Porte Diferente,
5694,2020-04-05,45,Carried Me With You,Brandi Carlile,
5695,2020-04-06,1,Coronavirus,iMarkkeyz,
5696,2020-04-06,7,LEMONS - Demo,Brye,
5697,2020-04-06,12,Don't Rush (feat. Headie One),Young T & Bugsey,Headie One
5698,2020-04-06,19,Graves Into Gardens (Live),"Elevation Worship, Brandon Lake",
5699,2020-04-06,28,Sweet Night,V,
5700,2020-04-06,34,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,
5701,2020-04-06,35,Kerosene!,Yves Tumor,
5702,2020-04-06,41,Can’t Do Much,Waxahatchee,
5703,2020-04-06,43,Forfeit. (ft. Lucky Daye),Kiana Ledé,
5704,2020-04-06,47,The Difference,"Flume, Toro y Moi",
5705,2020-04-07,4,LMK,Lil Xxel,
5706,2020-04-07,6,(i hope you) miss me,Joseph Black,
5707,2020-04-07,16,Tuff,Jaah SLT,
5708,2020-04-07,48,Astronomia,"Vicetone, Tony Igy",
5709,2020-04-08,6,When I Get to Heaven,John Prine,
5710,2020-04-08,18,Angel from Montgomery,John Prine,
5711,2020-04-08,31,Hello in There,John Prine,
5712,2020-04-08,35,Clay Pigeons,John Prine,
5713,2020-04-08,36,That's the Way the World Goes Round,John Prine,
5714,2020-04-08,41,Paradise,John Prine,
5715,2020-04-08,47,Summer's End,John Prine,
5716,2020-04-08,49,Sam Stone,John Prine,
5717,2020-04-08,50,Spanish Pipedream,John Prine,
5718,2020-04-09,14,Outta There,Moe,
5719,2020-04-09,47,Lake Marie,John Prine,
5720,2020-04-09,50,Your Flag Decal Won't Get You into Heaven Anymore,John Prine,
5721,2020-04-10,46,That's the Way That the World Goes Round - Live,John Prine,
5722,2020-04-10,47,Illegal Smile,John Prine,
5723,2020-04-11,47,Long Monday,John Prine,
5724,2020-04-11,48,Let's Talk Dirty In Hawaiian,John Prine,
5725,2020-04-11,49,"I Just Called to Say I Love You - Recorded at RCA Studio A, Nashville","John Prine, The Secret Sisters",
5726,2020-04-11,50,Please Don't Bury Me,John Prine,
5727,2020-04-12,7,Where's My Juul??,"Full Tac, Lil Mariko",
5728,2020-04-13,8,Rockstar Shit,"BLIND.SEE, BRYOZA",
5729,2020-04-13,13,The Blessing - Live,"Kari Jobe, Cody Carnes, Elevation Worship",
5730,2020-04-13,33,Addison Rae,The Kid LAROI,
5731,2020-04-13,41,Walk Em Down (feat. Roddy Ricch),"Roddy Ricch, NLE Choppa",Roddy Ricch
5732,2020-04-15,39,Break Shit,Jasiah,
5733,2020-04-15,40,Wedding Dress,Levi Hummon,
5734,2020-04-15,42,Bad Decisions,The Strokes,
5735,2020-04-15,43,After Party,Don Toliver,
5736,2020-04-15,46,OK,Wallows,
5737,2020-04-15,48,In Your Eyes,The Weeknd,
5738,2020-04-16,50,2 Seater (feat. G-Eazy & Offset),YBN Nahmir,G-Eazy & Offset
5739,2020-04-17,37,Between Us (feat. Snoh Aalegra),dvsn,Snoh Aalegra
5740,2020-04-19,27,XS,Rina Sawayama,
5741,2020-04-19,49,Josslyn,Olivia O'Brien,
5742,2020-04-20,8,Still Softish,"Josh Richards, Bryce Hall",
5743,2020-04-20,11,Why Is Everything Chrome (Lean Swag Rock Wit It),King Critical,
5744,2020-04-20,17,Bored In The House,"Tyga, Curtis Roach",
5745,2020-04-20,29,Be A Light,"Thomas Rhett, Reba McEntire, Hillary Scott, Chris Tomlin, Keith Urban",
5746,2020-04-20,33,Turks (feat. Travis Scott),"NAV, Gunna",Travis Scott
5747,2020-04-20,35,Banana Split (with YNW Melly feat. Lil Durk),Murda Beatz,
5748,2020-04-20,40,MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",
5749,2020-04-20,42,Favorito,Camilo,
5750,2020-04-20,44,Social Distancing,Slow Dreamers,
5751,2020-04-20,45,Break My Heart,Dua Lipa,
5752,2020-04-20,47,Last Time I Say Sorry,"Kane Brown, John Legend",
5753,2020-04-20,48,BELIEVE IT,"PARTYNEXTDOOR, Rihanna",
5754,2020-04-20,50,Comme des Garçons (Like the Boys),Rina Sawayama,
5755,2020-04-22,44,STFU!,Rina Sawayama,
5756,2020-04-23,50,Come Back To Bed,Sean Stemaly,
5757,2020-04-24,31,just a boy,Alaina Castillo,
5758,2020-04-24,49,"Nuthin' But A ""G"" Thang","Dr. Dre, Snoop Dogg",
5759,2020-04-26,47,I Like Him,Princess Nokia,
5760,2020-04-26,49,More Than Enough,Alina Baraz,
5761,2020-04-27,12,Deep End Freestyle,"Sleepy Hallow, Fousheé",
5762,2020-04-27,17,Toosie Slide,Drake,
5763,2020-04-27,25,Interior Crocodile Alligator,Lil Memer,
5764,2020-04-27,27,Stella Brown,Jelani Aryeh,
5765,2020-04-27,30,QUARANTINE CLEAN,"Turbo, Gunna, Young Thug",
5766,2020-04-27,31,Little Things (with Quinn XCII & Chelsea Cutler),Louis The Child,
5767,2020-04-27,32,Common Sense,Joshua Bassett,
5768,2020-04-27,36,Play Date,Melanie Martinez,
5769,2020-04-27,40,COVER GIRL,BIA,
5770,2020-04-27,50,Mariposa,Peach Tree Rascals,
5771,2020-04-29,42,Cool Off,Missy Elliott,
5772,2020-04-30,9,Yoga,645AR,
5773,2020-04-30,23,Interior Crocodile Alligator,Headass,
5774,2020-05-01,27,The Blessing (Live),"Elevation Worship, Kari Jobe, Cody Carnes",
5775,2020-05-01,45,Pug Life - Instrumental,"Beatslingers, Chad Bogus",
5776,2020-05-02,41,End Summer,Goth Babe,
5777,2020-05-02,50,Boys Ain't Shit (feat. Tate McRae & Audrey Mika),SAYGRACE,Tate McRae & Audrey Mika
5778,2020-05-03,13,Desires (with Future),Drake,
5779,2020-05-03,30,War,Drake,
5780,2020-05-03,40,It's You (I've Been Looking for),Lewis Brice,
5781,2020-05-03,42,Ruthless (Nice Guys Always Finish Last),MarMar Oso,
5782,2020-05-03,46,Break Things,Kylie Morgan,
5783,2020-05-04,6,IDK You Yet,Alexander 23,
5784,2020-05-04,14,Level of Concern,Twenty One Pilots,
5785,2020-05-04,21,Finesse,Bryson Tiller,
5786,2020-05-04,22,El Envidioso,Los Dos Carnales,
5787,2020-05-04,27,Someone Else,"Rezz, Grabbitz",
5788,2020-05-04,31,Woo!,Remi Wolf,
5789,2020-05-04,41,Hung Up On You,Troy Cartwright,
5790,2020-05-04,42,Six Feet Apart,Alec Benjamin,
5791,2020-05-04,48,Kuntry & Wistern,Koe Wetzel,
5792,2020-05-06,1,50//50,Vantage,
5793,2020-05-06,48,Sirius - Chicago Bulls Theme Song,The Alan Parsons Project,
5794,2020-05-07,48,Left Hand Free,alt-J,
5795,2020-05-08,2,Up Up,Sandollar,
5796,2020-05-08,16,Rover (feat. DTG),S1mba,DTG
5797,2020-05-08,38,Second Chances. (ft. 6LACK),Kiana Ledé,
5798,2020-05-09,40,Toxic,Kehlani,
5799,2020-05-09,50,Tutti Frutti,Little Richard,
5800,2020-05-10,1,Судно (Борис Рижий),Molchat Doma,
5801,2020-05-10,49,One Of Them Girls,Lee Brice,
5802,2020-05-11,3,ROCKSTAR (feat. Roddy Ricch),DaBaby,Roddy Ricch
5803,2020-05-11,15,327,"Westside Gunn, Joey Bada$$, Tyler, The Creator, Billie Essco",
5804,2020-05-11,17,Window,Still Woozy,
5805,2020-05-11,23,More Than My Hometown,Morgan Wallen,
5806,2020-05-11,30,you broke me first,Tate McRae,
5807,2020-05-11,35,Sick and Tired,"iann dior, Machine Gun Kelly, Travis Barker",
5808,2020-05-11,40,Nightrider,"Tom Misch, Yussef Dayes, Freddie Gibbs",
5809,2020-05-11,43,Everybody Business,Kehlani,
5810,2020-05-11,50,Why We Ever,Hayley Williams,
5811,2020-05-12,1,Sexy,JoeVille,
5812,2020-05-13,50,Rip It Up,Little Richard,
5813,2020-05-14,40,Perreo Intenso,"Ankhal, Farruko, Guaynaa, KEVVO",
5814,2020-05-15,42,"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,
5815,2020-05-15,45,"Good Golly, Miss Molly",Little Richard,
5816,2020-05-15,50,No Me Ame,"Rvssian, Anuel AA, Juice WRLD",
5817,2020-05-16,49,Hold You Tonight (with Chris Lane),Gryffin,
5818,2020-05-17,50,Only Children,Jason Isbell and the 400 Unit,
5819,2020-05-18,1,Times We Had,"Barlito, Juju, JayHollywood, Eli Staxxz",
5820,2020-05-18,2,Sunrise,Kenny Elrod,
5821,2020-05-18,4,Party Girl,StaySolidRocky,
5822,2020-05-18,6,Laxed – Siren Beat,Jawsh 685,
5823,2020-05-18,8,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",
5824,2020-05-18,9,Address It,LPB Poody,
5825,2020-05-18,23,Waiting For (feat. Jamila Woods),rum.gold,Jamila Woods
5826,2020-05-18,27,Time (You and I),Khruangbin,
5827,2020-05-18,35,claws,Charli XCX,
5828,2020-05-18,36,Dead Horse,Hayley Williams,
5829,2020-05-18,37,Righteous,Juice WRLD,
5830,2020-05-18,47,Sunshine,Young Dolph,
5831,2020-05-18,48,RATTLE! (Live),Elevation Worship,
5832,2020-05-18,49,"Cheesin’ (with Cautious Clay, Remi Wolf, Still Woozy, Sophie Meiers, Claud, Melanie Faye, & HXNS)",Cautious Clay,
5833,2020-05-19,10,Cars With The Boom,L'Trimm,
5834,2020-05-19,11,Figure It Out,Blu DeTiger,
5835,2020-05-19,38,i'm lonely,Luz,
5836,2020-05-20,31,On the Floor,Perfume Genius,
5837,2020-05-22,45,If You’re Too Shy (Let Me Know),The 1975,
5838,2020-05-22,48,The 1975,The 1975,
5839,2020-05-22,49,Chemicals,SG Lewis,
5840,2020-05-23,49,One Margarita,Luke Bryan,
5841,2020-05-23,50,My Truck (feat. Sam Hunt) - Remix,BRELAND,Sam Hunt
5842,2020-05-24,5,Think About Things,Daði Freyr,
5843,2020-05-24,49,Present Tense,Pearl Jam,
5844,2020-05-25,3,Fishy on Me,"Dr. Sus, Tiko",
5845,2020-05-25,13,bloody valentine,Machine Gun Kelly,
5846,2020-05-25,14,Qué Maldición,"Banda MS de Sergio Lizárraga, Snoop Dogg",
5847,2020-05-25,16,Savage Remix (feat. Beyoncé),"Beyoncé, Megan Thee Stallion",Beyoncé
5848,2020-05-25,23,Six Feet Apart,Luke Combs,
